timestamp,open,high,low,close
2021-07-20,1.17972,1.18026,1.17557,1.17817
2021-07-21,1.17817,1.18048,1.17521,1.17967
2021-07-22,1.17967,1.18301,1.17575,1.17721
2021-07-23,1.17714,1.17865,1.17548,1.17710
2021-07-26,1.17746,1.18168,1.17635,1.18027
2021-07-27,1.18029,1.18410,1.17702,1.18183
2021-07-28,1.18182,1.18496,1.17729,1.18452
2021-07-29,1.18445,1.18928,1.18412,1.18886
2021-07-30,1.18886,1.19085,1.18518,1.18611
2021-08-02,1.18657,1.18969,1.18595,1.18725
2021-08-03,1.18718,1.18933,1.18538,1.18634
2021-08-04,1.18634,1.18996,1.18332,1.18364
2021-08-05,1.18367,1.18574,1.18286,1.18345
2021-08-06,1.18345,1.18356,1.17544,1.17586
2021-08-09,1.17595,1.17690,1.17294,1.17384
2021-08-10,1.17388,1.17429,1.17101,1.17205
2021-08-11,1.17206,1.17532,1.17061,1.17409
2021-08-12,1.17410,1.17483,1.17239,1.17314
2021-08-13,1.17314,1.18047,1.17304,1.17973
2021-08-16,1.17971,1.18011,1.17677,1.17774
2021-08-17,1.17776,1.17844,1.17082,1.17111
2021-08-18,1.17113,1.17426,1.16938,1.17100
2021-08-19,1.17101,1.17156,1.16658,1.16780
2021-08-20,1.16777,1.17045,1.16642,1.17021
2021-08-23,1.16968,1.17504,1.16931,1.17462
2021-08-24,1.17464,1.17650,1.17272,1.17564
2021-08-25,1.17564,1.17745,1.17263,1.17709
2021-08-26,1.17717,1.17789,1.17463,1.17544
2021-08-27,1.17554,1.18019,1.17352,1.17964
2021-08-30,1.17963,1.18099,1.17826,1.17982
2021-08-31,1.17984,1.18450,1.17954,1.18094
2021-09-01,1.18093,1.18568,1.17938,1.18399
2021-09-02,1.18399,1.18761,1.18345,1.18757
2021-09-03,1.18749,1.19087,1.18662,1.18803
2021-09-06,1.18792,1.18865,1.18559,1.18710
2021-09-07,1.18711,1.18852,1.18375,1.18441
2021-09-08,1.18454,1.18512,1.18022,1.18176
2021-09-09,1.18185,1.18413,1.18052,1.18256
2021-09-10,1.18256,1.18512,1.18120,1.18126
2021-09-13,1.18155,1.18173,1.17705,1.18112
2021-09-14,1.18111,1.18456,1.18001,1.18060
2021-09-15,1.18061,1.18321,1.17994,1.18161
2021-09-16,1.18161,1.18208,1.17508,1.17685
2021-09-17,1.17684,1.17888,1.17248,1.17305
2021-09-20,1.17290,1.17364,1.17002,1.17268
2021-09-21,1.17275,1.17486,1.17149,1.17259
2021-09-22,1.17258,1.17553,1.16847,1.16933
2021-09-23,1.16934,1.17500,1.16835,1.17394
2021-09-24,1.17390,1.17477,1.17011,1.17168
2021-09-27,1.17206,1.17252,1.16853,1.16986
2021-09-28,1.16978,1.17033,1.16688,1.16846
2021-09-29,1.16847,1.16902,1.15894,1.15975
2021-09-30,1.15976,1.16095,1.15625,1.15822
2021-10-01,1.15822,1.16075,1.15631,1.15983
2021-10-04,1.15958,1.16398,1.15878,1.16196
2021-10-05,1.16208,1.16235,1.15810,1.15968
2021-10-06,1.15967,1.16007,1.15296,1.15549
2021-10-07,1.15550,1.15719,1.15482,1.15566
2021-10-08,1.15561,1.15852,1.15419,1.15713
2021-10-11,1.15721,1.15868,1.15495,1.15545
2021-10-12,1.15544,1.15704,1.15247,1.15310
2021-10-13,1.15299,1.15987,1.15295,1.15984
2021-10-14,1.15985,1.16244,1.15841,1.15985
2021-10-15,1.15990,1.16189,1.15884,1.16032
2021-10-18,1.16010,1.16225,1.15719,1.16106
2021-10-19,1.16112,1.16693,1.16086,1.16314
2021-10-20,1.16319,1.16583,1.16171,1.16493
2021-10-21,1.16491,1.16675,1.16203,1.16257
2021-10-22,1.16255,1.16548,1.16217,1.16432
2021-10-25,1.16382,1.16650,1.15909,1.16117
2021-10-26,1.16117,1.16257,1.15851,1.15932
2021-10-27,1.15933,1.16258,1.15851,1.16026
2021-10-28,1.16024,1.16921,1.15825,1.16821
2021-10-29,1.16820,1.16901,1.15354,1.15596
2021-11-01,1.15615,1.16091,1.15462,1.16021
2021-11-02,1.16021,1.16134,1.15755,1.15791
2021-11-03,1.15793,1.16162,1.15626,1.16116
2021-11-04,1.16111,1.16165,1.15288,1.15531
2021-11-05,1.15531,1.15732,1.15136,1.15672
2021-11-08,1.15634,1.15949,1.15511,1.15857
2021-11-09,1.15856,1.16081,1.15703,1.15924
2021-11-10,1.15937,1.15953,1.14763,1.14797
2021-11-11,1.14795,1.14878,1.14432,1.14492
2021-11-12,1.14492,1.14618,1.14336,1.14464
2021-11-15,1.14434,1.14639,1.13569,1.13663
2021-11-16,1.13675,1.13859,1.13098,1.13217
2021-11-17,1.13218,1.13322,1.12646,1.13180
2021-11-18,1.13199,1.13743,1.13142,1.13717
2021-11-19,1.13717,1.13744,1.12502,1.12884
2021-11-22,1.12836,1.12905,1.12310,1.12379
2021-11-23,1.12373,1.12748,1.12263,1.12492
2021-11-24,1.12492,1.12549,1.11865,1.12009
2021-11-25,1.12008,1.12298,1.12006,1.12080
2021-11-26,1.12079,1.13243,1.12064,1.13240
2021-11-29,1.13000,1.13014,1.12587,1.12896
2021-11-30,1.12900,1.13828,1.12362,1.13386
2021-12-01,1.13386,1.13591,1.13027,1.13182
2021-12-02,1.13178,1.13475,1.12955,1.13012
2021-12-03,1.13012,1.13332,1.12669,1.13093
2021-12-06,1.13098,1.13132,1.12668,1.12828
2021-12-07,1.12835,1.12984,1.12282,1.12686
2021-12-08,1.12690,1.13548,1.12677,1.13420
2021-12-09,1.13419,1.13455,1.12785,1.12930
2021-12-10,1.12930,1.13241,1.12653,1.13172
2021-12-13,1.13118,1.13194,1.12603,1.12830
2021-12-14,1.12828,1.13238,1.12539,1.12573
2021-12-15,1.12572,1.12986,1.12221,1.12941
2021-12-16,1.12940,1.13602,1.12814,1.13310
2021-12-17,1.13311,1.13489,1.12369,1.12369
2021-12-20,1.12372,1.13036,1.12347,1.12793
2021-12-21,1.12784,1.13026,1.12611,1.12811
2021-12-22,1.12808,1.13422,1.12644,1.13242
2021-12-23,1.13249,1.13421,1.12906,1.13289
2021-12-24,1.13289,1.13439,1.13067,1.13139
2021-12-27,1.13187,1.13341,1.13031,1.13269
2021-12-28,1.13271,1.13332,1.12898,1.13070
2021-12-29,1.13068,1.13688,1.12738,1.13483
2021-12-30,1.13467,1.13598,1.12989,1.13239
2021-12-31,1.13232,1.13863,1.13033,1.13761
2022-01-03,1.13751,1.13788,1.12799,1.12959
2022-01-04,1.12957,1.13221,1.12725,1.12853
2022-01-05,1.12848,1.13464,1.12772,1.13104
2022-01-06,1.13103,1.13319,1.12849,1.12967
2022-01-07,1.12967,1.13649,1.12907,1.13613
2022-01-10,1.13580,1.13613,1.12856,1.13271
2022-01-11,1.13276,1.13749,1.13133,1.13688
2022-01-12,1.13689,1.14528,1.13548,1.14411
2022-01-13,1.14410,1.14813,1.14360,1.14570
2022-01-14,1.14570,1.14828,1.13987,1.14148
2022-01-17,1.14165,1.14345,1.13920,1.14082
2022-01-18,1.14082,1.14213,1.13148,1.13278
2022-01-19,1.13279,1.13572,1.13190,1.13424
2022-01-20,1.13422,1.13688,1.13033,1.13125
2022-01-21,1.13125,1.13591,1.13012,1.13416
2022-01-24,1.13418,1.13451,1.12907,1.13263
2022-01-25,1.13262,1.13293,1.12636,1.13027
2022-01-26,1.13033,1.13107,1.12358,1.12412
2022-01-27,1.12412,1.12434,1.11318,1.11455
2022-01-28,1.11455,1.11734,1.11218,1.11501
2022-01-31,1.11457,1.12476,1.11389,1.12318
2022-02-01,1.12317,1.12788,1.12214,1.12711
2022-02-02,1.12709,1.13297,1.12669,1.13040
2022-02-03,1.13039,1.14514,1.12685,1.14396
2022-02-04,1.14401,1.14837,1.14118,1.14551
2022-02-07,1.14568,1.14589,1.14157,1.14418
2022-02-08,1.14407,1.14486,1.13966,1.14176
2022-02-09,1.14178,1.14478,1.14029,1.14215
2022-02-10,1.14215,1.14948,1.13750,1.14280
2022-02-11,1.14279,1.14280,1.13301,1.13421
2022-02-14,1.13435,1.13690,1.12805,1.13048
2022-02-15,1.13051,1.13683,1.13035,1.13577
2022-02-16,1.13579,1.13959,1.13452,1.13756
2022-02-17,1.13759,1.13859,1.13238,1.13620
2022-02-18,1.13613,1.13769,1.13149,1.13250
2022-02-21,1.13206,1.13863,1.13070,1.13076
2022-02-22,1.13075,1.13667,1.12885,1.13267
2022-02-23,1.13265,1.13589,1.13013,1.13045
2022-02-24,1.13046,1.13089,1.11068,1.11967
2022-02-25,1.11960,1.12706,1.11665,1.12659
2022-02-28,1.11521,1.12459,1.11424,1.12205
2022-03-01,1.12203,1.12329,1.10900,1.11195
2022-03-02,1.11198,1.11429,1.10576,1.11195
2022-03-03,1.11195,1.11217,1.10338,1.10662
2022-03-04,1.10661,1.10680,1.08879,1.09349
2022-03-07,1.09263,1.09302,1.08066,1.08542
2022-03-08,1.08531,1.09584,1.08494,1.09016
2022-03-09,1.09012,1.10949,1.08902,1.10693
2022-03-10,1.10692,1.11204,1.09765,1.09881
2022-03-11,1.09879,1.10422,1.09024,1.09104
2022-03-14,1.09281,1.09939,1.09009,1.09348
2022-03-15,1.09362,1.10192,1.09263,1.09649
2022-03-16,1.09649,1.10469,1.09510,1.10183
2022-03-17,1.10187,1.11374,1.10164,1.10938
2022-03-18,1.10938,1.11180,1.10036,1.10498
2022-03-21,1.10448,1.10699,1.10104,1.10208
2022-03-22,1.10208,1.10457,1.09611,1.10321
2022-03-23,1.10310,1.10398,1.09642,1.10023
2022-03-24,1.10032,1.10139,1.09664,1.10056
2022-03-25,1.10061,1.10378,1.09812,1.09835
2022-03-28,1.09848,1.09996,1.09450,1.09869
2022-03-29,1.09873,1.11369,1.09695,1.10879
2022-03-30,1.10877,1.11710,1.10873,1.11585
2022-03-31,1.11584,1.11849,1.10611,1.10673
2022-04-01,1.10672,1.10761,1.10281,1.10477
2022-04-04,1.10394,1.10545,1.09609,1.09735
2022-04-05,1.09736,1.09882,1.09003,1.09063
2022-04-06,1.09068,1.09379,1.08743,1.08979
2022-04-07,1.08979,1.09384,1.08655,1.08794
2022-04-08,1.08793,1.08919,1.08366,1.08777
2022-04-11,1.09095,1.09333,1.08731,1.08841
2022-04-12,1.08849,1.09037,1.08216,1.08284
2022-04-13,1.08274,1.08939,1.08092,1.08900
2022-04-14,1.08905,1.09233,1.07578,1.08288
2022-04-18,1.08079,1.08215,1.07702,1.07777
2022-04-19,1.07781,1.08144,1.07613,1.07900
2022-04-20,1.07898,1.08669,1.07843,1.08499
2022-04-21,1.08535,1.09363,1.08241,1.08366
2022-04-22,1.08357,1.08515,1.07709,1.07930
2022-04-25,1.08070,1.08145,1.06972,1.07135
2022-04-26,1.07131,1.07387,1.06355,1.06395
2022-04-27,1.06402,1.06545,1.05149,1.05555
2022-04-28,1.05573,1.05648,1.04715,1.05000
2022-04-29,1.04993,1.05931,1.04915,1.05488
2022-05-02,1.05479,1.05675,1.04907,1.05077
2022-05-03,1.05082,1.05778,1.04925,1.05255
2022-05-04,1.05252,1.06311,1.05066,1.06248
2022-05-05,1.06246,1.06414,1.04932,1.05416
2022-05-06,1.05403,1.05988,1.04829,1.05480
2022-05-09,1.05399,1.05926,1.04956,1.05587
2022-05-10,1.05585,1.05854,1.05257,1.05299
2022-05-11,1.05302,1.05770,1.05037,1.05154
2022-05-12,1.05149,1.05295,1.03547,1.03808
2022-05-13,1.03808,1.04196,1.03506,1.04017
2022-05-16,1.03980,1.04431,1.03896,1.04366
2022-05-17,1.04349,1.05553,1.04291,1.05499
2022-05-18,1.05502,1.05635,1.04605,1.04630
2022-05-19,1.04631,1.06072,1.04631,1.05837
2022-05-20,1.05840,1.05986,1.05331,1.05573
2022-05-23,1.05595,1.06976,1.05595,1.06897
2022-05-24,1.06902,1.07484,1.06613,1.07332
2022-05-25,1.07324,1.07391,1.06425,1.06812
2022-05-26,1.06801,1.07325,1.06627,1.07317
2022-05-27,1.07311,1.07652,1.06979,1.07336
2022-05-30,1.07333,1.07871,1.07265,1.07775
2022-05-31,1.07777,1.07795,1.06792,1.07331
2022-06-01,1.07332,1.07390,1.06273,1.06527
2022-06-02,1.06527,1.07503,1.06454,1.07479
2022-06-03,1.07481,1.07641,1.07051,1.07207
2022-06-06,1.07212,1.07519,1.06844,1.06949
2022-06-07,1.06943,1.07145,1.06528,1.07059
2022-06-08,1.07054,1.07484,1.06717,1.07172
2022-06-09,1.07171,1.07736,1.06113,1.06187
2022-06-10,1.06189,1.06423,1.05061,1.05188
2022-06-13,1.05146,1.05201,1.04004,1.04091
2022-06-14,1.04088,1.04834,1.03974,1.04157
2022-06-15,1.04157,1.05079,1.03593,1.04468
2022-06-16,1.04472,1.06015,1.03812,1.05560
2022-06-17,1.05551,1.05600,1.04451,1.04939
2022-06-20,1.04891,1.05459,1.04747,1.05124
2022-06-21,1.05118,1.05827,1.05096,1.05356
2022-06-22,1.05361,1.06051,1.04698,1.05649
2022-06-23,1.05651,1.05811,1.04831,1.05224
2022-06-24,1.05240,1.05711,1.05125,1.05590
2022-06-27,1.05544,1.06149,1.05503,1.05850
2022-06-28,1.05850,1.06062,1.05037,1.05221
2022-06-29,1.05222,1.05357,1.04354,1.04417
2022-06-30,1.04413,1.04884,1.03829,1.04807
2022-07-01,1.04826,1.04826,1.03671,1.04291
2022-07-04,1.04222,1.04629,1.04176,1.04216
2022-07-05,1.04219,1.04489,1.02355,1.02655
2022-07-06,1.02669,1.02750,1.01621,1.01839
2022-07-07,1.01832,1.02213,1.01445,1.01625
2022-07-08,1.01631,1.01913,1.00736,1.01782
2022-07-11,1.01760,1.01839,1.00340,1.00381
2022-07-12,1.00388,1.00738,1.00003,1.00355
2022-07-13,1.00365,1.01204,0.99991,1.00568
2022-07-14,1.00569,1.00593,0.99527,1.00189
2022-07-15,1.00203,1.00979,1.00073,1.00824
2022-07-18,1.00833,1.02009,1.00792,1.01459
2022-07-19,1.01452,1.02686,1.01203,1.02283
2022-07-20,1.02283,1.02721,1.01558,1.01796
2022-07-21,1.01801,1.02778,1.01547,1.02280
2022-07-22,1.02281,1.02547,1.01312,1.02115
2022-07-25,1.02177,1.02580,1.01811,1.02212
2022-07-26,1.02212,1.02500,1.01079,1.01191
2022-07-27,1.01192,1.02204,1.00969,1.02011
2022-07-28,1.02010,1.02344,1.01149,1.01955
2022-07-29,1.01958,1.02539,1.01473,1.02209
2022-08-01,1.02205,1.02752,1.02059,1.02589
2022-08-02,1.02598,1.02936,1.01636,1.01645
2022-08-03,1.01644,1.02094,1.01228,1.01697
2022-08-04,1.01707,1.02538,1.01554,1.02460
2022-08-05,1.02467,1.02523,1.01419,1.01784
2022-08-08,1.01746,1.02220,1.01594,1.01942
2022-08-09,1.01940,1.02470,1.01892,1.02136
2022-08-10,1.02132,1.03679,1.02025,1.03005
2022-08-11,1.03005,1.03644,1.02759,1.03233
2022-08-12,1.03233,1.03276,1.02390,1.02605
2022-08-15,1.02601,1.02682,1.01548,1.01617
2022-08-16,1.01611,1.01948,1.01230,1.01683
2022-08-17,1.01701,1.02030,1.01459,1.01773
2022-08-18,1.01770,1.01931,1.00810,1.00876
2022-08-19,1.00890,1.00954,1.00322,1.00405
2022-08-22,1.00379,1.00465,0.99263,0.99441
2022-08-23,0.99441,1.00178,0.99009,0.99699
2022-08-24,0.99698,0.99983,0.99105,0.99685
2022-08-25,0.99680,1.00337,0.99492,0.99766
2022-08-26,0.99765,1.00884,0.99470,0.99657
2022-08-29,0.99589,1.00289,0.99143,0.99993
2022-08-30,0.99981,1.00532,0.99823,1.00172
2022-08-31,1.00168,1.00787,0.99715,1.00510
2022-09-01,1.00532,1.00546,0.99117,0.99459
2022-09-02,0.99455,1.00336,0.99433,0.99535
2022-09-05,0.99217,0.99442,0.98784,0.99310
2022-09-06,0.99306,0.99860,0.98643,0.99042
2022-09-07,0.99044,1.00115,0.98760,1.00080
2022-09-08,1.00086,1.00300,0.99311,0.99976
2022-09-09,0.99972,1.01130,0.99972,1.00456
2022-09-12,1.00884,1.01979,1.00602,1.01204
2022-09-13,1.01196,1.01869,0.99644,0.99665
2022-09-14,0.99676,1.00235,0.99559,0.99808
2022-09-15,0.99806,1.00179,0.99566,0.99964
2022-09-16,0.99966,1.00362,0.99455,1.00131
2022-09-19,1.00154,1.00295,0.99665,1.00273
2022-09-20,1.00270,1.00506,0.99554,0.99706
2022-09-21,0.99712,0.99754,0.98152,0.98409
2022-09-22,0.98407,0.99071,0.98090,0.98372
2022-09-23,0.98372,0.98518,0.96685,0.96917
2022-09-26,0.96745,0.97097,0.95560,0.96096
2022-09-27,0.96094,0.96690,0.95693,0.95957
2022-09-28,0.95960,0.97510,0.95362,0.97345
2022-09-29,0.97352,0.98248,0.96366,0.98184
2022-09-30,0.98184,0.98530,0.97354,0.98004
2022-10-03,0.97970,0.98448,0.97531,0.98231
2022-10-04,0.98234,0.99995,0.98064,0.99843
2022-10-05,0.99843,0.99949,0.98357,0.98849
2022-10-06,0.98856,0.99265,0.97879,0.97945
2022-10-07,0.97941,0.98168,0.97271,0.97380
2022-10-10,0.97376,0.97529,0.96819,0.97032
2022-10-11,0.97035,0.97742,0.96727,0.97050
2022-10-12,0.97046,0.97349,0.96681,0.97058
2022-10-13,0.97058,0.98061,0.96336,0.97764
2022-10-14,0.97763,0.98081,0.97094,0.97267
2022-10-17,0.97235,0.98520,0.97225,0.98409
2022-10-18,0.98415,0.98759,0.98137,0.98625
2022-10-19,0.98627,0.98722,0.97576,0.97735
2022-10-20,0.97742,0.98455,0.97552,0.97858
2022-10-21,0.97860,0.98690,0.97052,0.98616
2022-10-24,0.98857,0.98992,0.98073,0.98719
2022-10-25,0.98728,0.99768,0.98490,0.99668
2022-10-26,0.99667,1.00887,0.99441,1.00814
2022-10-27,1.00818,1.00940,0.99579,0.99671
2022-10-28,0.99669,0.99982,0.99277,0.99661
2022-10-31,0.99577,0.99659,0.98732,0.98849
2023-11-01,0.988474,0.995153,0.985328,0.987449
2023-11-02,0.98744,0.99759,0.98127,0.98150
2023-11-03,0.98144,0.98394,0.97309,0.97516
2023-11-06,0.97518,0.99666,0.97474,0.99587
2023-11-07,0.99230,1.00340,0.99182,1.00180
2023-11-08,1.00196,1.00964,0.99731,1.00737
2023-11-09,1.00738,1.00883,0.99930,1.00118
2023-11-10,1.00122,1.02218,0.99361,1.01979
2023-11-13,1.01981,1.03641,1.01633,1.03581
2023-11-14,1.03205,1.03585,1.02717,1.03229
2023-11-15,1.03225,1.04786,1.02810,1.03458
2023-11-16,1.03465,1.04387,1.03341,1.03944
2023-11-17,1.03947,1.04064,1.03056,1.03642
2023-11-20,1.03644,1.03953,1.03204,1.03238
2023-11-21,1.03252,1.03331,1.02234,1.02424
2023-11-22,1.02429,1.03082,1.02403,1.03046
2023-11-23,1.03044,1.04045,1.02972,1.03961
2023-11-24,1.03981,1.04489,1.03826,1.04092
2023-11-27,1.04090,1.04292,1.03550,1.04095
2023-11-28,1.03761,1.04966,1.03308,1.03424
2023-11-29,1.03428,1.03944,1.03203,1.03286
2023-11-30,1.03288,1.04288,1.02913,1.04096
2023-12-01,1.04096,1.05315,1.03936,1.05233
2023-12-04,1.05233,1.05450,1.04288,1.05330
2023-12-05,1.05408,1.05949,1.04805,1.04948
2023-12-06,1.04951,1.05330,1.04596,1.04661
2023-12-07,1.04661,1.05491,1.04437,1.05088
2023-12-08,1.05088,1.05647,1.04899,1.05570
2023-12-11,1.05571,1.05882,1.05072,1.05307
2023-12-12,1.05348,1.05797,1.05066,1.05366
2023-12-13,1.05367,1.06728,1.05282,1.06330
2023-12-14,1.06331,1.06949,1.06198,1.06815
2023-12-15,1.06814,1.07332,1.05934,1.06302
2023-12-18,1.06322,1.06628,1.05922,1.05925
2023-12-19,1.05934,1.06579,1.05762,1.06085
2023-12-20,1.06088,1.06583,1.05791,1.06245
2023-12-21,1.06244,1.06440,1.05908,1.06061
2023-12-22,1.06063,1.06588,1.05735,1.05988
2023-12-26,1.05994,1.06329,1.05873,1.06165
2023-12-27,1.06359,1.06695,1.06120,1.06412
2023-12-28,1.06418,1.06744,1.06068,1.06166
2023-12-29,1.06161,1.06904,1.06114,1.06619
2023-12-30,1.06618,1.07132,1.06390,1.07049
2024-01-02,1.06965,1.07106,1.06502,1.06666
2024-01-03,1.06675,1.06831,1.05198,1.05482
2024-01-04,1.05491,1.06347,1.05410,1.06070
2024-01-05,1.06078,1.06316,1.05156,1.05219
2024-01-08,1.05218,1.06481,1.04841,1.06461
2024-01-09,1.06450,1.07604,1.06414,1.07330
2024-01-10,1.07335,1.07594,1.07124,1.07365
2024-01-11,1.07355,1.07763,1.07260,1.07581
2024-01-12,1.07571,1.08669,1.07315,1.08490
2024-01-15,1.08486,1.08682,1.07811,1.08320
2024-01-16,1.08318,1.08741,1.08016,1.08235
2024-01-17,1.08234,1.08693,1.07745,1.07921
2024-01-18,1.07921,1.08874,1.07670,1.07920
2024-01-19,1.07924,1.08398,1.07827,1.08311
2024-01-22,1.08307,1.08586,1.08025,1.08565
2024-01-23,1.08675,1.09269,1.08469,1.08709
2024-01-24,1.08709,1.08976,1.08356,1.08869
2024-01-25,1.08867,1.09238,1.08575,1.09146
2024-01-26,1.09147,1.09295,1.08511,1.08912
2024-01-29,1.08911,1.09002,1.08384,1.08655
2024-01-30,1.08660,1.09139,1.08396,1.08513
2024-01-31,1.08511,1.08750,1.08023,1.08621
2024-02-01,1.08622,1.10001,1.08524,1.09885
2024-02-02,1.09881,1.10330,1.08866,1.09088
2024-02-05,1.09082,1.09401,1.07934,1.07935
2024-02-06,1.07926,1.07990,1.07098,1.07275
2024-02-07,1.07266,1.07659,1.06695,1.07297
2024-02-08,1.07302,1.07606,1.07096,1.07133
2024-02-09,1.07126,1.07907,1.07099,1.07400
2024-02-12,1.07400,1.07522,1.06666,1.06793
2024-02-13,1.06794,1.07301,1.06557,1.07248
2024-02-14,1.07250,1.08005,1.07076,1.07349
2024-02-15,1.07349,1.07445,1.06609,1.06890
2024-02-16,1.06893,1.07223,1.06547,1.06704
2024-02-19,1.06704,1.06983,1.06132,1.06947
2024-02-20,1.06914,1.07043,1.06708,1.06855
2024-02-21,1.06857,1.06977,1.06376,1.06485
2024-02-22,1.06481,1.06640,1.05995,1.06057
2024-02-23,1.06059,1.06277,1.05779,1.05959
2024-02-26,1.05954,1.06146,1.05364,1.05472
2024-02-27,1.05472,1.06198,1.05332,1.06067
2024-02-28,1.06062,1.06448,1.05743,1.05795
2024-02-29,1.05799,1.06915,1.05655,1.06694
2024-03-01,1.06694,1.06730,1.05767,1.05983
2024-03-04,1.05989,1.06387,1.05888,1.06351
2024-03-05,1.06275,1.06945,1.06224,1.06826
2024-03-06,1.06826,1.06944,1.05463,1.05522
2024-03-07,1.05533,1.05738,1.05248,1.05440
2024-03-08,1.05443,1.05912,1.05381,1.05825
2024-03-11,1.05826,1.07005,1.05742,1.06372
2024-03-12,1.06938,1.07486,1.06514,1.07275
2024-03-13,1.07275,1.07496,1.06795,1.07325
2024-03-14,1.07324,1.07599,1.05182,1.05787
2024-03-15,1.05790,1.06349,1.05519,1.06125
2024-03-18,1.06125,1.06854,1.06118,1.06662
2024-03-19,1.06702,1.07307,1.06318,1.07227
2024-03-20,1.07229,1.07880,1.07042,1.07701
2024-03-21,1.07702,1.09101,1.07592,1.08580
2024-03-22,1.08580,1.09295,1.08252,1.08337
2024-03-25,1.08320,1.08371,1.07153,1.07596
2024-03-26,1.07665,1.08001,1.07456,1.07976
2024-03-27,1.07979,1.08487,1.07976,1.08420
2024-03-28,1.08418,1.08712,1.08188,1.08418
